topic,term,beta
7,bitcoin,0.011410998180753053
8,bitcoin,0.01445696659571279
9,bitcoin,0.002798071187141414
1,call,0.0015183773494174412
2,call,0.0011351538113084526
3,call,0.0014630330418635672
4,call,0.0014677633601412163
5,call,6.187440649919537e-4
6,call,0.001293179841446467
7,call,4.575021307009462e-5
8,call,0.0012752642100327494
9,call,6.683234512260176e-5
1,confirmation,0.001498383972452016
2,confirmation,0.002020584238653796
3,confirmation,0.002256028751310723
4,confirmation,8.485673210798591e-4
5,confirmation,3.450162470592184e-5
6,confirmation,0.0012959587570766122
7,confirmation,0.0013142314458642356
8,confirmation,9.078870968874467e-4
9,confirmation,0.002808414332810464
1,customer,0.004057950907455987
2,customer,7.29079457526305e-4
3,customer,0.002058152693325138
4,customer,6.189095521279359e-4
5,customer,0.007717785027541048
6,customer,0.0035568662302723087
7,customer,0.005362460102677824
8,customer,0.0036213852871686113
9,customer,0.002326460750670524
1,delay,0.0033844677329750274
2,delay,3.547525189328489e-4
3,delay,0.004216278105498657
4,delay,6.39614484203686e-4
5,delay,0.0017050983546967272
6,delay,6.228702485986719e-4
7,delay,0.005691961275501443
8,delay,0.004015236162476268
9,delay,0.003962658747559277
1,diffusion,0.001204981484853916
2,diffusion,4.4951397165266015e-4
3,diffusion,3.417342436072069e-4
4,diffusion,5.557041177448491e-5
5,diffusion,9.910091610866535e-4
6,diffusion,0.002009672381815072
7,diffusion,0.0011687982483930181
8,diffusion,5.523882031925996e-4
9,diffusion,7.423949265835775e-4
1,disaster,0.0010179391246545877
2,disaster,7.130069989661858e-4
3,disaster,2.991627852241071e-4
4,disaster,2.220181440472952e-4
5,disaster,0.002027234070309305
6,disaster,7.348920167459699e-4
7,disaster,1.2428790005066995e-4
8,disaster,0.0011133766004614051
9,disaster,0.001945285660697037
1,equipment,8.561267630562492e-4
2,equipment,0.001291322543460907
3,equipment,0.002092640092369861
4,equipment,0.0011026033833001342
5,equipment,0.001025725955427877
6,equipment,0.0010582709382991307
7,equipment,7.710469329998392e-4
8,equipment,0.0024293458693326205
9,equipment,3.0745816175783297e-4
1,limit,1.2167656053852944e-4
2,limit,7.239629007814436e-4
3,limit,0.0019486973483064758
4,limit,0.0025697500713681718
5,limit,6.713873946584884e-4
6,limit,7.544482936763745e-4
7,limit,5.553686463510798e-5
8,limit,0.0020723301688719323
9,limit,0.002020145266450097
1,parameter,2.4502249921059546e-4
2,parameter,0.0023317281726803847
3,parameter,0.004548395990624486
4,parameter,0.0010912397330363295
5,parameter,0.0011220563205548602
6,parameter,0.0018168878235940763
7,parameter,4.561277282039223e-4
8,parameter,0.003965281876620517
9,parameter,8.264674249818526e-4
1,path,1.2547766654440865e-4
2,path,1.3099131725828362e-4
3,path,0.0030485723624442736
4,path,0.002314901654839307
5,path,0.004835941230035728
6,path,7.406752958463132e-4
7,path,0.0025595110689260103
8,path,3.723413833551262e-4
9,path,8.910635694517448e-4
1,policy,0.003320517634907169
2,policy,0.00458656429417077
3,policy,7.18123900009185e-4
4,policy,0.0010001328815144974
5,policy,0.010256295017003014
6,policy,0.010543689564555484
7,policy,0.004866766635315317
8,policy,0.0013962445574157171
9,policy,0.0022511425579907754
1,price,0.004376664885358022
2,price,0.0025134478294402693
3,price,0.00418187489138508
4,price,0.002186718514044692
5,price,0.0015357572313141994
6,price,0.003406591334726898
7,price,0.001444782420263731
8,price,0.0014618048653188013
9,price,7.018281441685854e-5
1,probability,0.001900989753759104
2,probability,0.0018991134421347832
3,probability,0.0035904720950419846
4,probability,6.268372596500302e-4
5,probability,1.8347737515044972e-4
6,probability,0.0010679936946059447
7,probability,0.0014423243819809068
8,probability,0.002945185748014431
9,probability,0.002744668060077759
1,response,0.0036257037891360903
2,response,0.002257666702509637
3,response,0.003531199772204149
4,response,0.0017942103925591
5,response,0.002593451418520615
6,response,0.0024577929299278815
7,response,1.8969023574809586e-4
8,response,0.004488863744189666
9,response,0.005027820211272254
1,scheduling,0.0010656187490694694
2,scheduling,0.001970355321753726
3,scheduling,0.002959319003093543
4,scheduling,4.187413802648487e-4
5,scheduling,0.002210209896707837
6,scheduling,0.001872472109470308
7,scheduling,0.0038306682533259476
8,scheduling,3.974422545565242e-4
9,scheduling,3.0113128513797833e-4
1,strategy,0.00455838722100826
2,strategy,0.009545761248552631
3,strategy,8.677703280283624e-4
4,strategy,0.0019104411609197104
5,strategy,0.005021247252390785
6,strategy,0.00366431297000393
7,strategy,0.005310923933393147
8,strategy,0.0035730294963745974
9,strategy,0.0058674490891577795
1,interaction,0.002757335436238389
2,interaction,0.0018599965285231283
3,interaction,0.005332547854360691
4,interaction,0.002269531181918801
5,interaction,0.006409521618335095
6,interaction,0.003610764982226407
7,interaction,0.0038851937976830016
8,interaction,0.0033439366788273078
9,interaction,0.0012664273742248441
1,sdn,7.286832455078475e-5
2,sdn,4.907070984070736e-4
3,sdn,8.465401081683451e-4
4,sdn,0.001146273170297005
5,sdn,0.0026638447970516966
6,sdn,3.8183360996231193e-4
7,sdn,0.0014473430862239243
8,sdn,0.001855326114854139
9,sdn,6.59167243881645e-4
1,weakness,5.691052738779657e-6
2,weakness,8.382967651194304e-5
3,weakness,5.724239121207729e-4
4,weakness,0.0019746095970761056
5,weakness,0.0038408922361583965
6,weakness,4.913303743178808e-5
7,weakness,0.0012406088181399536
8,weakness,0.0010090792907092375
9,weakness,9.997869075807593e-5
1,certificate,0.004829333166203183
2,certificate,0.008749142415482582
3,certificate,0.010357452444985874
4,certificate,6.105823369045622e-4
5,certificate,0.0011515927148607816
6,certificate,3.046707157815125e-4
7,certificate,0.005170829326591003
8,certificate,0.0011800526593484782
9,certificate,0.0031633155159716347
1,cryptocurrency,0.014125511374325989
2,cryptocurrency,0.013654275228507123
3,cryptocurrency,0.0035491587994920895
4,cryptocurrency,0.01143657041681706
5,cryptocurrency,0.0033399470369494186
6,cryptocurrency,0.006280793187897394
7,cryptocurrency,0.02034091147200628
8,cryptocurrency,0.008261827827452366
9,cryptocurrency,0.009225688878537206
1,format,0.001586611833213729
2,format,0.0012643821443870272
3,format,3.6968689201154564e-5
4,format,9.801492877178296e-4
5,format,0.0020291376477878857
6,format,3.091849289040482e-4
7,format,2.1598812941936804e-4
8,format,0.0010183889286108218
9,format,7.250610142126044e-5
1,lightweight,8.065061556773989e-4
2,lightweight,0.0034211573968604718
3,lightweight,0.002092625658079149
4,lightweight,0.0015643079754786096
5,lightweight,0.0016572966661822404
6,lightweight,0.0020802089932664726
7,lightweight,7.83535488485712e-4
8,lightweight,5.233070404051837e-4
9,lightweight,7.379444696137118e-4
1,linear,6.37587246910853e-4
2,linear,1.6019004730895853e-4
3,linear,0.0018553144630362875
4,linear,0.0014701620862163714
5,linear,0.0025989487628221434
6,linear,6.304050430005787e-4
7,linear,5.676753643741624e-4
8,linear,6.232015264908842e-4
9,linear,3.327406145576625e-4
1,static,0.0013599354452212943
2,static,6.016288030363698e-4
3,static,3.707880896566017e-4
4,static,5.395506863060239e-4
5,static,7.509902049301426e-4
6,static,6.347636176413347e-4
7,static,0.001728555922594673
8,static,7.069612440496728e-4
9,static,8.221507998604151e-4
1,action,1.7483436461353458e-4
2,action,3.216058307458013e-4
3,action,0.004415947478258685
4,action,4.711236261798047e-4
5,action,7.707186939594987e-4
6,action,0.0026963068602232237
7,action,0.001795901614559546
8,action,0.003943282111383556
9,action,4.462694270490385e-4
1,car,5.181991727408453e-4
2,car,8.283873565481411e-4
3,car,0.002653800485735221
4,car,0.002753392910826664
5,car,0.0036075894924164492
6,car,7.18795484003781e-5
7,car,9.308955495079476e-4
8,car,9.70541450367434e-4
9,car,0.0020069722724818167
1,integration,0.0017947033000184367
2,integration,0.005617671021300076
3,integration,0.0013334787758248574
4,integration,0.0059080299393283265
5,integration,0.011121898926018527
6,integration,0.0074365654703263725
7,integration,0.0030797077081956233
8,integration,0.0023322168878773222
9,integration,0.001685512507942412
1,problem,4.6025775578497984e-4
2,problem,7.935588195468477e-5
3,problem,0.0026582079847590106
4,problem,0.0013785136260714879
5,problem,5.949127560576568e-4
6,problem,0.0018243703475438941
7,problem,0.0014720249879226586
8,problem,9.033361464534155e-4
9,problem,0.0015621593413321431
1,science,1.6258329916039635e-4
2,science,0.0012014818543084858
3,science,0.003369066455173845
4,science,0.0016252419676904253
5,science,1.181225669674572e-4
6,science,2.1008948613418832e-4
7,science,0.0038338785802346973
8,science,0.00287951257788525
9,science,0.0023197490087232668
1,game,0.002056583618465004
2,game,4.6051175757086323e-4
3,game,0.0029336118548909224
4,game,0.0025139483699329786
5,game,0.006910601749982761
6,game,0.003616994627606109
7,game,0.0026806994688491894
8,game,0.0037227650976838916
9,game,0.0017434740633183777
1,bank,0.0029771326580024303
2,bank,0.0030710199113707774
3,bank,0.0034641800890632393
4,bank,9.564101285755434e-4
5,bank,6.132368990656485e-4
6,bank,4.025787396393856e-4
7,bank,0.003195242680630151
8,bank,0.0030329875325015663
9,bank,0.0027859306121400464
1,comparison,0.001860803525766427
2,comparison,2.039267749595815e-4
3,comparison,0.004105234764529613
4,comparison,6.0520920182043725e-5
5,comparison,5.159281196607469e-4
6,comparison,2.721974121369026e-4
7,comparison,0.001252969155821434
8,comparison,6.76027261702513e-4
9,comparison,0.005394770496881248
1,database,0.003644334209825534
2,database,0.003546191903966165
3,database,0.007202993411674529
4,database,0.012624380204329507
5,database,0.001553069741256739
6,database,0.0010808740700064376
7,database,0.009304144795579585
8,database,0.008166542004497072
9,database,0.004142023926377525
1,vote,8.094052058414361e-4
2,vote,8.33358828522568e-4
3,vote,0.001080414507710079
4,vote,0.0014388035237714485
5,vote,0.001405414258957859
6,vote,5.638435900498744e-4
7,vote,1.3179303045713085e-4
8,vote,0.0019488259886261264
9,vote,6.719796622432032e-4
1,description,5.127921207423249e-4
2,description,5.988118248011922e-4
3,description,0.0011021280106750875
4,description,4.441414886557728e-4
5,description,1.393572191221534e-4
6,description,0.0030224095559855542
7,description,6.047760089444981e-4
8,description,3.0207221141527024e-4
9,description,7.936047123897921e-4
1,document,2.2903611106461362e-4
2,document,0.0014195140289725455
3,document,0.0025414824561893644
4,document,0.006172378411612928
5,document,0.0035746562652839223
6,document,0.0024387800718690773
7,document,5.455014752925148e-4
8,document,0.001611853924852621
9,document,0.004019861519182842
1,news,0.0026872722661966833
2,news,2.1772068568742982e-4
3,news,4.0205607640976265e-5
4,news,2.1282037471105576e-4
5,news,0.0015187704472216263
6,news,6.837778182911962e-4
7,news,7.05819161323035e-4
8,news,4.90498920385984e-4
9,news,0.0016373765419549998
1,similarity,7.821829166576762e-5
2,similarity,7.221366852077127e-4
3,similarity,0.0017866029793034747
4,similarity,2.5961567057367465e-4
5,similarity,8.150960544193261e-4
6,similarity,5.937706252611889e-4
7,similarity,9.809182139611967e-4
8,similarity,6.763780173594392e-4
9,similarity,0.0016022193336364175
1,challenge,0.001711761811685797
2,challenge,9.454143299270649e-4
3,challenge,9.388370228304187e-4
4,challenge,1.7610548997917244e-4
5,challenge,0.0024281360686376195
6,challenge,0.0014681975520169216
7,challenge,0.0017537498004665
8,challenge,1.27086911186155e-4
9,challenge,9.570345252679685e-6
1,cluster,7.11383017603404e-4
2,cluster,0.0012139651435930882
3,cluster,3.378485989878071e-4
4,cluster,3.8394073780952006e-4
5,cluster,2.4259385012949405e-4
6,cluster,0.0010525673090906597
7,cluster,0.003755463199417869
8,cluster,0.0019849789119391376
9,cluster,0.0012550832112052746
1,cybersecurity,0.0018976142597861457
2,cybersecurity,0.001293179292496895
3,cybersecurity,0.0020633908896826167
4,cybersecurity,0.0020518725101041457
5,cybersecurity,0.00296876223786796
6,cybersecurity,0.0010123733358893576
7,cybersecurity,0.0012641924440482534
8,cybersecurity,0.0017093214492085898
9,cybersecurity,7.666392563849967e-4
1,environment,0.018717941010804682
2,environment,0.007781203536726518
3,environment,9.695762717116202e-4
4,environment,3.2838775909242826e-4
5,environment,0.008723930129995573
6,environment,1.046398343665346e-4
7,environment,0.03473383295841075
8,environment,0.017952464940110286
9,environment,0.023426783348015064
1,innovation,0.0013560181637104628
2,innovation,0.0023631725123734967
3,innovation,0.003478108411899025
4,innovation,0.010282028670187907
5,innovation,0.0030804719201768783
6,innovation,0.007974414368029903
7,innovation,9.51719190508549e-4
8,innovation,0.006783849462117827
9,innovation,6.545167922834895e-4
1,medicine,9.197159557993678e-4
2,medicine,6.766247940141714e-5
3,medicine,0.0020858592210559147
4,medicine,0.0014354779956722023
5,medicine,2.9777725621321654e-4
6,medicine,1.6405239081645532e-4
7,medicine,0.0021857914018554615
8,medicine,3.4906347415485485e-4
9,medicine,7.83217681421047e-6
1,monitoring,0.0028920562528059646
2,monitoring,7.842680347639122e-4
3,monitoring,4.965739427317009e-4
4,monitoring,0.002333165244013692
5,monitoring,0.0059992699446257194
6,monitoring,0.0019893717077861697
7,monitoring,0.009229043357766554
8,monitoring,0.00013984068927576878
9,monitoring,0.001403449328935015
1,synchronization,0.001216259919676749
2,synchronization,0.0012797961467633438
3,synchronization,0.0022428195077577257
4,synchronization,1.854790719595621e-4
5,synchronization,0.001020449960204445
6,synchronization,0.0014161768315327024
7,synchronization,1.1231763575539709e-4
8,synchronization,0.0024426780807943103
9,synchronization,0.0023846845785261
1,dynamics,4.35008137178994e-4
2,dynamics,8.603811527204912e-4
3,dynamics,4.907118430425469e-4
4,dynamics,5.385384112073132e-4
5,dynamics,0.003452534847233059
6,dynamics,3.996007152050514e-4
7,dynamics,0.005486391309684311
8,dynamics,4.824005707176891e-5
9,dynamics,0.002629736016718654
1,election,0.0013724290027997289
2,election,0.0012845577649694896
3,election,6.148731897276861e-4
4,election,0.0010083144755354426
5,election,0.0019692339576340917
6,election,0.0017172726202238948
7,election,4.650490111102737e-4
8,election,0.0021166223501994062
9,election,0.0031199493843837123
1,gas,0.0019432276917968263
2,gas,0.004140200355476853
3,gas,3.5353524444418005e-4
4,gas,6.155643865287817e-4
5,gas,0.0010250077653989726
6,gas,0.0012331800197930222
7,gas,5.829526634793716e-4
8,gas,6.567490644531586e-4
9,gas,3.8428891956173025e-4
1,object,3.8839074112754867e-4
2,object,0.00262975881965139
3,object,0.004558744439109028
4,object,5.783138943525568e-4
5,object,6.54661167143756e-4
6,object,0.0028590340241578744
7,object,7.932866395880474e-4
8,object,8.266846199445809e-4
9,object,3.769039568258768e-4
1,programming,3.3102116002712407e-4
2,programming,5.38267757871424e-4
3,programming,0.0038886325774538343
4,programming,2.7905774540063703e-4
5,programming,0.0014321099882174614
6,programming,9.258701445660357e-6
7,programming,1.4532040782432108e-4
8,programming,6.419769600887064e-4
9,programming,2.4217819368841024e-4
1,reduction,1.9021548311596036e-4
2,reduction,7.095128886603352e-4
3,reduction,4.47556946532388e-4
4,reduction,1.79271304436178e-4
5,reduction,0.0016870068946647295
6,reduction,0.0012743747417531277
7,reduction,9.501483318186737e-4
8,reduction,0.0011772694970914872
9,reduction,0.0015844996489975788
1,rights,7.820243225186023e-4
2,rights,4.712500053567818e-4
3,rights,2.593431658745841e-4
4,rights,0.00440439122784149
5,rights,0.005651067573400645
6,rights,5.542162541749968e-5
7,rights,0.0016079199359539838
8,rights,0.003308641421485376
9,rights,0.005323670990061179
1,simulation,0.009065813616183568
2,simulation,0.004982694728571559
3,simulation,2.639705015581693e-4
4,simulation,1.7095791104896788e-4
5,simulation,0.0032326859499954485
6,simulation,0.005293328538799871
7,simulation,0.0024364744012786354
8,simulation,0.0013608740927064573
9,simulation,0.001884845382299379
1,unit,0.0010585515716781512
2,unit,0.0015962808867543098
3,unit,0.001781178943018354
4,unit,6.937730905994776e-4
5,unit,4.715164856617881e-4
6,unit,0.00174874608884375
7,unit,1.5147015945916718e-4
8,unit,0.0010947464934556287
9,unit,0.0030226936837089214
1,company,0.004383365135620091
2,company,0.0011112912369852907
3,company,0.0018458533589980858
4,company,0.002010241304133222
5,company,0.007225689689957228
6,company,0.004993707659555679
7,company,0.005953915309353398
8,company,1.1127004489921644e-4
9,company,0.003095913972685458
1,market,0.03135684562215955
2,market,0.006261386412344466
3,market,0.0019044442608281457
4,market,0.006705117228673145
5,market,0.0039570573830338815
6,market,0.013106536657617095
7,market,0.008111296856426127
8,market,0.011062766525935274
9,market,0.0022572708157567144
1,video,0.002049074372178891
2,video,3.363838969731897e-4
3,video,0.003570740636912719
4,video,2.196704141799644e-4
5,video,8.726666538362301e-4
6,video,0.0025676290189854765
7,video,4.24347607851892e-4
8,video,2.758635767076519e-4
9,video,0.004711882570689188
1,participation,0.006859645322998452
2,participation,9.414924118359168e-4
3,participation,2.3565362273266264e-4
4,participation,8.684921313134158e-4
5,participation,2.14193751873528e-4
6,participation,6.80209939518562e-4
7,participation,0.0013758240624372783
8,participation,9.288658592593953e-4
9,participation,8.715406661588829e-4
1,power,0.038618975572124126
2,power,3.3797143247157034e-4
3,power,0.014400747489540663
4,power,0.004099296047839951
5,power,5.128568604209256e-4
6,power,0.009315283253007707
7,power,0.019671448878079176
8,power,0.001590880612143045
9,power,0.00431690381470918
1,build,0.0012377936645249887
2,build,1.0710769090467453e-4
3,build,0.0017253045580835709
4,build,0.001310558696129825
5,build,0.0025790680447189372
6,build,2.269431940681832e-4
7,build,7.877764263262428e-4
8,build,7.494164857966704e-4
9,build,1.508010679450193e-4
1,collaborative,0.0021924522656199875
2,collaborative,0.00396253967013504
3,collaborative,2.9629799770139383e-4
4,collaborative,7.381591762239468e-5
5,collaborative,7.696622894331896e-4
6,collaborative,0.0010913599046786257
7,collaborative,3.3362006760428265e-4
8,collaborative,2.6058219871266306e-4
9,collaborative,5.863631936960628e-4
1,compression,9.202038815879013e-5
2,compression,0.0011641414735225901
3,compression,4.663531621234583e-4
4,compression,0.001125033468224344
5,compression,0.0011198024162280692
6,compression,6.962326804272382e-4
7,compression,6.250380591799201e-4
8,compression,0.0015387280629984119
9,compression,6.920715089580547e-4
1,placement,0.001562317427698385
2,placement,4.076219053249387e-4
3,placement,0.0018208029438786578
4,placement,0.001091983906442925
5,placement,7.803725922960307e-5
6,placement,8.685371775114313e-4
7,placement,1.888875082826175e-4
8,placement,6.874858321721893e-4
9,placement,0.001493435052214369
1,store,3.144917540308187e-4
2,store,0.0022485718856845305
3,store,0.0024636657243065434
4,store,9.91295488857136e-6
5,store,1.206569318972891e-4
6,store,0.001490853268811208
7,store,0.0030490250494472956
8,store,0.0012276701504767287
9,store,9.7631723742229e-6
1,barrier,0.003907878798225686
2,barrier,2.765478035283704e-4
3,barrier,1.242570184228416e-4
4,barrier,0.001915547066034326
5,barrier,0.00263573893873747
6,barrier,1.1812023942915698e-4
7,barrier,0.0044766039637558555
8,barrier,2.616584155243796e-4
9,barrier,0.0026732926004409234
1,crisis,7.488383949159346e-4
2,crisis,4.5190692671967086e-4
3,crisis,2.7638316538313595e-4
4,crisis,3.746428350746718e-4
5,crisis,1.5265719503848617e-4
6,crisis,8.810295907188907e-4
7,crisis,3.9545197821235336e-4
8,crisis,0.0012669090177022456
9,crisis,0.0036560882307645356
1,decentralized,4.7758215598054564e-4
2,decentralized,0.001071587148646001
3,decentralized,9.134786149329145e-4
4,decentralized,0.0016174256687244391
5,decentralized,4.758700322377591e-4
6,decentralized,9.013110983489981e-4
7,decentralized,0.001641528079965916
8,decentralized,2.3244717818176136e-4
9,decentralized,8.700910884664373e-4
1,intrusion,0.0022250654042638525
2,intrusion,0.002207061538062579
3,intrusion,0.0039927381079124065
4,intrusion,4.218706873365872e-5
5,intrusion,2.5309101428161934e-4
6,intrusion,0.0019345786766511272
7,intrusion,0.0019756302346854862
8,intrusion,1.7628259174370638e-4
9,intrusion,1.7075451283640332e-4
1,resilient,0.001311692043004791
2,resilient,0.00105280129873103
3,resilient,0.00038089849189341766
4,resilient,4.174829707047563e-4
5,resilient,0.0023142626388804877
6,resilient,9.503796774600275e-4
7,resilient,7.636940389628738e-4
8,resilient,9.325669782441567e-5
9,resilient,2.2614015672972723e-4
1,authorization,5.877444795797796e-4
2,authorization,0.0011382021615716272
3,authorization,0.0010516288498619978
4,authorization,4.4461972068027717e-4
5,authorization,1.941859255821709e-4
6,authorization,9.90775096845048e-4
7,authorization,2.1516734576886487e-4
8,authorization,0.0025949676644092903
9,authorization,9.879945002081907e-4
1,noise,0.001019912726561191
2,noise,6.979672292105539e-4
3,noise,0.0014876324097959066
4,noise,5.613245821673469e-4
5,noise,5.461334778393356e-4
6,noise,2.1760252498458698e-4
7,noise,0.0011090207122846287
8,noise,3.310018633004497e-4
9,noise,0.0029103020138814837
1,prediction,0.001021208815929217
2,prediction,0.002158641094558378
3,prediction,0.007139001144904755
4,prediction,0.0015215767388106816
5,prediction,0.005932398528063179
6,prediction,0.0016619067417728897
7,prediction,5.615452995772361e-4
8,prediction,0.008450636224860034
9,prediction,9.296230925089718e-4
1,transport,9.943256572624568e-4
2,transport,0.001828934724515198
3,transport,3.376065979125433e-4
4,transport,2.169131457721902e-5
5,transport,0.0019017562326984773
6,transport,1.5461963712031526e-4
7,transport,0.0011264870393636068
8,transport,0.0015769250744469287
9,transport,0.0029895679020200475
1,verification,0.004247736329222752
2,verification,0.003871054376783202
3,verification,0.004365427199924361
4,verification,0.005708509162553225
5,verification,0.005527426286339408
6,verification,0.006813829277089808
7,verification,0.0067237626728164305
8,verification,0.0017634089152596159
9,verification,0.00539155273563845
1,text,0.0019499516840352203
2,text,0.001078169279324244
3,text,0.0016735163070774818
4,text,5.056533058986721e-4
5,text,4.906613465589742e-4
6,text,2.3625917628289518e-4
7,text,0.0018049381430681702
8,text,7.420226979785725e-4
9,text,0.001081660098528194
1,hardware,0.0025111322074315716
2,hardware,0.0019221729364972443
3,hardware,0.005193795686465419
4,hardware,0.0038760977591519434
5,hardware,0.0029115300183186464
6,hardware,8.648544308658317e-5
7,hardware,2.818958217217818e-4
8,hardware,8.542205657639095e-4
9,hardware,0.0028513980335786154
1,location,0.002068630105677669
2,location,0.0016909438706705937
3,location,0.0012555005719755885
4,location,0.0010435550079036567
5,location,0.002723392891482291
6,location,0.0038150450677790918
7,location,0.0016222342583555643
8,location,2.4171948750624915e-4
9,location,0.001252023474141549
1,robot,0.0023181275119067914
2,robot,0.0015172252613215023
3,robot,0.0013239624192185311
4,robot,5.29970007646421e-4
5,robot,0.003265870441650049
6,robot,0.001640678672919239
7,robot,0.002335221322878615
8,robot,6.104232525008473e-4
9,robot,7.991565088199106e-4
1,discovery,0.0014777179843976688
2,discovery,9.897418879877184e-4
3,discovery,4.592781251957105e-4
4,discovery,2.2005223674736494e-4
5,discovery,6.501874661525082e-4
6,discovery,0.001354390663518688
7,discovery,0.0011393914633148498
8,discovery,9.862930593173282e-4
9,discovery,9.232918279272588e-4
1,p,0.002005894646916684
2,p,9.367194120374306e-4
3,p,2.063622350785774e-4
4,p,5.706804750501524e-4
5,p,3.0615234763314554e-4
6,p,0.0010825787287520507
7,p,0.0028652178652682774
8,p,5.646718600436323e-4
9,p,0.001028112548728396
1,mission,0.0032537983053552272
2,mission,1.4004559215487932e-4
3,mission,0.003621756151840139
4,mission,0.0017864617353237052
5,mission,6.825581719931636e-5
6,mission,5.881073425483535e-4
7,mission,9.722028650129402e-4
8,mission,9.835258070990472e-5
9,mission,0.0010797328948245351
1,output,0.0016339602098205833
2,output,0.0011199781833552834
3,output,0.0013191169221520732
4,output,0.0013067219282720834
5,output,0.0014070601181743365
6,output,0.00347256228815949
7,output,1.9933242618988136e-5
8,output,4.274226242528975e-4
9,output,2.2672843878347035e-4
1,quantum,5.263001136163386e-4
2,quantum,4.410960457134053e-4
3,quantum,0.001403216038003708
4,quantum,9.236657438552741e-4
5,quantum,0.0012154159433713548
6,quantum,8.676151025418804e-4
7,quantum,6.822536376282996e-4
8,quantum,1.634823216633587e-4
9,quantum,0.0012906480977452274
1,association,1.2322615731452015e-4
2,association,6.844252350655635e-4
3,association,0.0035219238731340505
4,association,0.0019117496274749517
5,association,1.676420157187068e-4
6,association,7.621727444983961e-4
7,association,6.68175468078231e-4
8,association,7.441439972058433e-5
9,association,9.67660158634069e-4
1,big,1.2939916106268664e-4
2,big,9.617626206488881e-4
3,big,0.002032794738120901
4,big,0.0012893951466259373
5,big,0.0011958131747396821
6,big,4.727714884023886e-4
7,big,6.463492872278053e-4
8,big,0.0010574321897419024
9,big,0.0017799339562449977
1,cross,1.630476479331011e-4
2,cross,0.0029602559218155655
3,cross,7.360645532479244e-4
4,cross,4.777932134268649e-4
5,cross,3.609182250975984e-5
6,cross,0.001139172877986408
7,cross,0.0010001272652818717
8,cross,6.045655927502054e-4
9,cross,4.0430685088327356e-4
1,dataset,6.374831680320076e-4
2,dataset,5.926058802375606e-4
3,dataset,0.002151585784170985
4,dataset,0.0013505138775891962
5,dataset,0.005593062186124794
6,dataset,6.69213281809836e-4
7,dataset,2.1024460398335156e-4
8,dataset,0.0021906629481838543
9,dataset,2.588614510393677e-4
1,index,4.08343422911004e-4
2,index,0.0010124343573570827
3,index,9.762689241145977e-4
4,index,0.001486890465615318
5,index,2.017116965753267e-4
6,index,4.7368049794025e-6
7,index,4.777247166992586e-4
8,index,0.0021922942929709717
9,index,7.607508725120803e-4
1,insight,6.584941927145946e-4
2,insight,0.0013787977182673386
3,insight,9.489589149252988e-4
4,insight,7.875909949070816e-4
5,insight,8.552139064651486e-4
6,insight,0.001716949328122551
7,insight,0.002626371290813752
8,insight,0.002034517908087109
9,insight,0.0019805713175929346
1,intelligent,0.0018475496028046866
2,intelligent,9.040687361891626e-5
3,intelligent,6.850120497206229e-5
4,intelligent,3.748821788677352e-4
5,intelligent,0.0049247579468322845
6,intelligent,5.218490594934392e-4
7,intelligent,0.0026611583409980604
8,intelligent,0.0012024629019650698
9,intelligent,0.002645900684968039
1,root,0.001013167474909427
2,root,1.1727185360164175e-4
3,root,0.002371623832406648
4,root,0.0012837433987110808
5,root,6.596127719327244e-4
6,root,0.0012406934397901188
7,root,0.001742277050267577
8,root,4.4354684418496364e-4
9,root,8.085454236816094e-6
1,logic,0.002705653380078423
2,logic,7.933288039629354e-4
3,logic,0.002071760850774643
4,logic,6.070402375196816e-4
5,logic,0.001404717699121648
6,logic,0.0013627471057996172
7,logic,0.0021045629900776643
8,logic,4.318821956517494e-4
9,logic,0.0021780165855487276
1,metric,5.397161470532171e-5
2,metric,4.167776487676282e-5
3,metric,0.0021277402455334568
4,metric,2.0409178794291127e-4
5,metric,3.2211671358768864e-5
6,metric,0.001975980098149974
7,metric,0.0031873705884238857
8,metric,1.995882402529376e-4
9,metric,0.00242761207251576
1,obstacle,1.610565151434669e-4
2,obstacle,3.84224458096129e-4
3,obstacle,2.5432802875879245e-4
4,obstacle,0.0028351695167649284
5,obstacle,1.92121753129911e-4
6,obstacle,0.003998440813909644
7,obstacle,0.0010888033346299515
8,obstacle,0.002738157910785021
9,obstacle,0.0013455307159153241
1,student,0.0027156794500768373
2,student,0.004796007568783464
3,student,1.0033543240777378e-4
4,student,2.866374919741553e-4
5,student,8.605272935612946e-4
6,student,0.0012442685829337152
7,student,6.596436597651327e-4
8,student,1.2017107844624495e-4
9,student,1.5012088968827185e-4
1,player,0.0012223866921715315
2,player,0.004150480508219631
3,player,3.1759933098239986e-4
4,player,0.0023768596306337035
5,player,9.812238160411508e-5
6,player,8.728146867604766e-4
7,player,0.0014338917580127171
8,player,4.3025735440497864e-4
9,player,3.709400972396602e-5
1,home,2.1080841167834952e-4
2,home,8.590420251693519e-4
3,home,0.001627332609799492
4,home,0.004032255741745377
5,home,0.0018921492061242705
6,home,9.615280155239626e-4
7,home,1.9846244513016358e-4
8,home,0.003775033158541325
9,home,1.1658208867746118e-4
1,collaboration,0.002817384572964904
2,collaboration,6.637993525512561e-4
3,collaboration,5.442827860140592e-4
4,collaboration,0.002091262370783876
5,collaboration,6.336353954886474e-4
6,collaboration,0.0026125419541409923
